smiles
Cc1cc(N2CC3(CC(C)n4nc(N5CC6(CC(C)n7nc(C8CC9CCC(C8)N9C)cc76)C5)cc43)C2)cc2c1CN(C)CC2
CN(C)[C@@H]1CCc2cc(-c3cc4c(cc3C3CNC3)CC[C@H]4N(C)C)c(-c3cc4c(cc3N3CCCCC3)CC[C@H]4N(C)C)cc21
C[C@@H]1CN(c2cc3c(cc2-c2cc4c(cc2-c2cc5c(cc2N2CCN[C@H](C)C2)[C@@H](N(C)C)CC5)[C@@H](N(C)C)CC4)CC[C@@H]3N(C)C)CCN1
CN1CC(c2cc3c(cc2N2CCCC(C)(C)C2)C[NH+](C)CC3)C1
c1c2c(cc([C@H]3CCCN3)c1-c1cc3c(cc1N1CCCC4(CC4)C1)CN1CCCCC1C3)CC1CCCCN1C2
CN(C)[C@@H]1CCc2cc(N3CCCCC3)c(-c3cc4c(cc3C3CNC3)[C@H](N(C)C)CC4)cc21
c1cc2c(N3OCC[C@H]3c3ccc4nc([C@H]5CCCN5)[nH]c4n3)nc([C@@H]3CCON3c3nc([C@H]4CCCN4)nc4[nH]ccc34)nc2[nH]1
C[C@@H]1CN(c2cc3c(cc2-c2cc4c(cc2[C@@H]2CCN(C)C2)CC[C@@H]4N(C)C)CC[C@@H]3N(C)C)CCN1
Cc1cc(-c2ccc3nc(-c4nc5ccc(C67CCN(CC6)CC7)nc5[nH]4)[nH]c3n2)cc2c1N1CCN(C)C[C@@H]1CO2
C[C@@H]1CN(c2cc3c(cc2-c2cc4c(cc2[C@@H]2CCN(C)C2)[C@@H](N(C)C)CC4)CC[C@@H]3N(C)C)CCN1
Cc1cc(-c2cc3c(cc2-c2cc(C)c4c(c2)CCN(C)C4)[C@H](N(C)C)CC3)cc2c1CN(C)CC2
CC1CC2(CN(C3CC4CCC(C3)N4C)C2)c2cc(-c3cc4n(n3)C(C)CC43CN(C4CC5CCC(C4)N5C)C3)nn21
Cc1cc(N2CC3(CC(C)n4nc(-c5cc6n(n5)C(C)CC65CN(C6CC7CCC(C6)N7C)C5)cc43)C2)cc2c1CN(C)CC2
c1cc2nc(-c3nc4ccc(C56CCN(CC5)CC6)nc4[nH]3)[nH]c2nc1-c1ccc2nc(C34CCN(CC3)CC4)[nH]c2n1
c1c2c(cc(N3CCCC4(CC4)C3)c1-c1cc3c(cc1N1CCCC4(CC4)C1)CC1CCCCN1C3)CN1CCCCC1C2
c1cc2c(N3OCC[C@H]3c3nc4ccc([C@H]5CCCN5)nc4[nH]3)nc(-c3nc4ccc([C@H]5CCCN5)nc4[nH]3)nc2[nH]1
CN1CC(c2cc3c(cc2-c2cc4c(cc2N2CCCC(C)(C)C2)C[NH+](C)CC4)C[NH+](C)CC3)C1
C[C@@H]1CN(c2cc3c(cc2-c2cc4c(cc2N2CCN[C@H](C)C2)[C@@H](N(C)C)CC4)CC[C@@H]3N(C)C)CCN1
CNc1ccc2nc(-c3ccc4nc(-c5ccc6nc(NC)[nH]c6n5)[nH]c4n3)[nH]c2n1
CNc1ccc2nc(NC)[nH]c2n1
c1cc2nc(C34CCN(CC3)CC4)[nH]c2nc1C12CCN(CC1)CC2
Cc1cc(-c2cc3c(cc2-c2cc4c(cc2-c2cc5c(cc2-c2cc(C)c6c(c2)CCN(C)C6)CC[C@H]5N(C)C)[C@H](N(C)C)CC4)CC[C@H]3N(C)C)cc2c1CN(C)CC2
c1nc(-c2cn3cc([C@@H]4CN5CCCC[C@H]5CN4)nc3cn2)cn2cc(-c3cn4cc([C@@H]5CN6CCCC[C@H]6CN5)nc4cn3)nc12
c1cc2c(N3OCC[C@H]3c3ccc4nc([C@H]5CCCN5)[nH]c4n3)nc(-c3ccc4nc([C@H]5CCCN5)[nH]c4n3)nc2[nH]1
c1nc([C@@H]2CN3CCCC[C@H]3CN2)cn2cc(-c3cn4cc([C@@H]5CN6CCCC[C@H]6CN5)nc4cn3)nc12
C[NH+]1CCc2cc(-c3cc4c(cc3N3CCCC(C)(C)C3)CC[NH+](C)C4)c(-c3cc4c(cc3N3CCCC(C)(C)C3)C[NH+](C)CC4)cc2C1
c1c2c(cc(-c3cc4c(cc3N3CCCC5(CC5)C3)CN3CCCCC3C4)c1-c1cc3c(cc1[C@H]1CCCN1)CC1CCCCN1C3)CN1CCCCC1C2
C[NH+]1CCc2cc(-c3cc4c(cc3N3CCCC(C)(C)C3)C[NH+](C)CC4)c(-c3cc4c(cc3N3CCCC(C)(C)C3)C[NH+](C)CC4)cc2C1
c1cc2c(N3OCC[C@H]3c3nc4ccc(-c5nc6ccc([C@H]7CCCN7)nc6[nH]5)nc4[nH]3)nc([C@H]3CCCN3)nc2[nH]1
CN1Cc2cc(-c3cn4cc(-c5cc6c(cc5C5CCCCN5)CN(C)C6)nc4cn3)c(C3CCCCN3)cc2C1
Cc1cc(-c2cc3c(cc2-c2cc4c(cc2-c2cc5c(cc2-c2cc(C)c6c(c2)CCN(C)C6)[C@H](N(C)C)CC5)[C@H](N(C)C)CC4)CC[C@H]3N(C)C)cc2c1CN(C)CC2
CN1Cc2cc(-c3cc4c(cc3C3CCCCN3)CN(C)C4)c(C3CCCCN3)cc2C1
CN1Cc2cc(-c3cn4cc(C5CCCCN5)nc4cn3)c(C3CCCCN3)cc2C1
Cc1cc(-c2cc3n(n2)C(C)CC32CN(c3cc4n(n3)C(C)CC43CN(c4cc(C)c5c(c4)CCN(C)C5)C3)C2)cc2c1CN(C)CC2
CN1CC(N2CCCC(C)(C)C2)C1
Cc1cc(-c2cn3cc(-c4cn5cc([C@@H]6CN7CCCC[C@H]7CN6)nc5cn4)nc3cn2)cc2c1CN(C)CC2
c1cc2c(N3OCC[C@H]3c3nc4ccc(-c5ccc6nc([C@H]7CCCN7)[nH]c6n5)nc4[nH]3)nc([C@H]3CCCN3)nc2[nH]1
Cc1cc(C23CCN(CC2)CC3)cc2c1N1CCN(C)C[C@@H]1CO2
c1cc2c(N3OCC[C@H]3c3ccc4nc([C@H]5CCCN5)[nH]c4n3)nc(-c3nc4ccc([C@H]5CCCN5)nc4[nH]3)nc2[nH]1
CN(C)[C@@H]1CCc2cc(C3CNC3)c(-c3cc4c(cc3C3CNC3)[C@H](N(C)C)CC4)cc21
CN1CC(c2cc3c(cc2-c2cc4c(cc2-c2cc5c(cc2N2CCCC(C)(C)C2)C[NH+](C)CC5)C[NH+](C)CC4)CC[NH+](C)C3)C1
C[C@@H]1CN(c2cc3c(cc2-c2cc4c(cc2-c2cc5c(cc2[C@@H]2CCN(C)C2)[C@@H](N(C)C)CC5)[C@@H](N(C)C)CC4)CC[C@@H]3N(C)C)CCN1
Cc1cc([C@@H]2CN3CCCC[C@H]3CN2)cc2c1CN(C)CC2
CN(C)[C@@H]1CCc2cc(-c3cc4c(cc3N3CCCCC3)[C@H](N(C)C)CC4)c(-c3cc4c(cc3C3CNC3)[C@H](N(C)C)CC4)cc21
CNc1nc2ccc(-c3ccc4nc(-c5ccc6nc(NC)[nH]c6n5)[nH]c4n3)nc2[nH]1
c1nc(-c2cn3cc([C@@H]4CN5CCCC[C@H]5CN4)ncc3n2)cn2cc(-c3cn4cc([C@@H]5CN6CCCC[C@H]6CN5)nc4cn3)nc12
c1nc([C@@H]2CN3CCCC[C@H]3CN2)cn2cc([C@@H]3CN4CCCC[C@H]4CN3)nc12
